,_step,_runtime,global_step,_timestamp,train/episodes,train/episode_length,train/episode_return,train/world_model_loss,train/rewards_mean,train/epsilon,train/q_pred_mean,train/q_loss,eval/successes_strict,eval/ep_len_mean,eval/success_strict_rate,eval/return_mean,eval/time_to_first_band_entry_mean,eval/band_visits_mean,eval/success_reach_rate,eval/successes_reach,eval/video,eval_video/time_to_first_band_entry_mean,eval_video/ep_len_mean,eval_video/return_mean,eval_video/success_reach_rate,eval_video/success_strict_rate,eval_video/band_visits_mean,eval_video/successes_strict,eval_video/successes_reach
363,2577,12401.40924334526,354500,1778809774.0375354,,,,0.0005206214264035225,-0.009999999776482582,0.009999999776482582,-0.8136721849441528,2.517655611038208,,,,,,,,,,,,,,,,,
364,2608,12436.149007558823,358756,1778809808.7772996,1895.0,163.0,-0.6299999952316284,,,,,,,,,,,,,,,,,,,,,,
365,2610,12438.158322095871,359000,1778809810.7866142,,,,0.0002654050476849079,-0.009999999776482582,0.009999999776482582,-0.8131588697433472,2.52249813079834,,,,,,,,,,,,,,,,,
366,2630,12755.554564476013,361601,1778810128.1828566,1910.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
367,2636,12762.744319915771,362424,1778810135.372612,1915.0,23.0,0.7699999809265137,,,,,,,,,,,,,,,,,,,,,,
368,2646,12771.863905191422,363500,1778810144.4921973,,,,0.0004351787210907787,-0.009999999776482582,0.009999999776482582,-0.8163369297981262,2.485342502593994,,,,,,,,,,,,,,,,,
369,2647,12773.475722312927,363680,1778810146.1040144,1923.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
370,2648,12775.146323919296,363880,1778810147.774616,1924.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
371,2649,12776.318608283997,364000,1778810148.9469004,,,,0.0003151977143716067,-0.009999999776482582,0.009999999776482582,-0.8164792656898499,2.4910495281219482,,,,,,,,,,,,,,,,,
372,2651,12778.645374774933,364280,1778810151.2736669,1926.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
373,2668,12797.82104420662,366500,1778810170.4493363,,,,0.0003460329899098724,-0.009999999776482582,0.009999999776482582,-0.8146425485610962,2.4824466705322266,,,,,,,,,,,,,,,,,
374,2673,12803.174704790115,367141,1778810175.8029969,1942.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
375,2676,12806.488051652908,367541,1778810179.1163437,1944.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
376,2683,12814.763858556747,368500,1778810187.3921506,,,,0.0003070553648285568,-0.009999999776482582,0.009999999776482582,-0.8155621290206909,2.4865963459014893,,,,,,,,,,,,,,,,,
377,2686,12818.747769832611,368966,1778810191.376062,1952.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
378,2687,12819.03340268135,369000,1778810191.6616948,,,,0.00044779543532058597,-0.009999999776482582,0.009999999776482582,-0.8165714144706726,2.488562822341919,,,,,,,,,,,,,,,,,
379,2689,12822.100352525711,369366,1778810194.7286446,1954.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
380,2692,12825.607084274292,369766,1778810198.2353764,1956.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
381,2732,12903.136750459671,375000,1778810275.7650425,,,,0.0005895228823646903,-0.009999999776482582,0.009999999776482582,-0.8167942762374878,2.4849612712860107,,,,,,,,,,,,,,,,,
382,2736,12907.941052675247,375583,1778810280.5693448,1988.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
383,2745,12917.962106227875,376817,1778810290.5903983,1995.0,34.0,0.6600000262260437,,,,,,,,,,,,,,,,,,,,,,
384,2752,12926.08780837059,377799,1778810298.7161005,2000.0,182.0,-0.8199999928474426,,,,,,,,,,,,,,,,,,,,,,
385,2757,12931.861250400543,378500,1778810304.4895425,,,,0.00019030776456929743,-0.009999999776482582,0.009999999776482582,-0.8160369396209717,2.482546329498291,,,,,,,,,,,,,,,,,
386,2760,12935.849819898605,378999,1778810308.478112,2006.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
387,2772,13225.519177913666,380401,1778810598.14747,2014.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
388,2782,13236.054060220718,381643,1778810608.6823523,2021.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
389,2783,13237.741423606873,381843,1778810610.3697157,2022.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
390,2793,13248.872653007507,383173,1778810621.500945,2029.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
391,2802,13259.697299003601,384426,1778810632.325591,2036.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
392,2816,13276.951408147812,386426,1778810649.5797002,2046.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
393,2824,13285.982852935791,387500,1778810658.611145,,,,0.0006668330170214176,-0.009999999776482582,0.009999999776482582,-0.8201878666877747,2.4597699642181396,,,,,,,,,,,,,,,,,
394,2843,13343.730612754822,390000,1778810716.3589048,,,,0.0003638835623860359,-0.009999999776482582,0.009999999776482582,-0.8197535276412964,2.451061248779297,0.0,196.63999938964844,0.0,-1.9464000463485718,23.83333396911621,0.47999998927116394,0.019999999552965164,1.0,,,,,,,,,
395,2856,13358.845277309418,391801,1778810731.4735694,2075.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
396,2857,13360.468415021896,392000,1778810733.096707,,,,0.00017006143752951175,-0.009999999776482582,0.009999999776482582,-0.8218122720718384,2.4483673572540283,,,,,,,,,,,,,,,,,
397,2872,13377.316269159317,393984,1778810749.9445612,2087.0,138.0,-0.3799999952316284,,,,,,,,,,,,,,,,,,,,,,
398,2882,13388.983793497086,395384,1778810761.6120856,2094.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
399,2890,13398.237551689148,396500,1778810770.8658438,,,,0.00045660982141271234,-0.009999999776482582,0.009999999776482582,-0.821273684501648,2.447741985321045,,,,,,,,,,,,,,,,,
400,2907,13417.87989449501,398864,1778810790.5081866,2112.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
401,2911,13422.40825343132,399422,1778810795.0365455,2115.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
402,2935,13741.95379114151,402423,1778811114.5820832,2132.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
403,2949,13758.798658847809,404403,1778811131.426951,2142.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
404,2959,13769.608588218689,405666,1778811142.2368803,2149.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
405,2960,13770.192897081375,405743,1778811142.8211892,2150.0,77.0,0.23000000417232513,,,,,,,,,,,,,,,,,,,,,,
406,2975,13787.97071647644,407780,1778811160.5990086,2161.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
407,2981,13794.63896894455,408564,1778811167.267261,2165.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
408,2989,13803.825937986374,409603,1778811176.45423,2171.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
409,2997,13852.46035861969,410801,1778811225.0886507,2177.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
410,3011,13868.861819982529,412801,1778811241.490112,2187.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
411,3040,13900.04134631157,416664,1778811272.6696384,2208.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
412,3051,13912.048183918,418142,1778811284.676476,2216.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
413,3053,13915.007110357285,418500,1778811287.6354024,,,,0.0002639896119944751,-0.009999999776482582,0.009999999776482582,-0.8223975896835327,2.4246511459350586,,,,,,,,,,,,,,,,,
414,3066,14212.367239236832,420001,1778811584.9955313,2226.0,59.0,-0.5899999737739563,,,,,,,,,,,,,,,,,,,,,,
415,3070,14217.582296133041,420601,1778811590.2105882,2229.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
416,3082,14230.51982164383,422113,1778811603.1481137,2238.0,22.0,0.7799999713897705,,,,,,,,,,,,,,,,,,,,,,
417,3083,14231.083032608032,422183,1778811603.7113247,2239.0,70.0,0.30000001192092896,,,,,,,,,,,,,,,,,,,,,,
418,3098,14249.990057468414,424383,1778811622.6183496,2250.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
419,3101,14253.451355695724,424783,1778811626.0796478,2252.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
420,3103,14255.331554412842,425000,1778811627.9598465,,,,0.00026675715344026685,-0.009999999776482582,0.009999999776482582,-0.8244579434394836,2.41597056388855,,,,,,,,,,,,,,,,,
421,3112,14264.233477830887,426047,1778811636.86177,2260.0,21.0,0.7900000214576721,,,,,,,,,,,,,,,,,,,,,,
422,3125,14281.495626211166,428000,1778811654.1239183,,,,0.0001631055201869458,-0.009999999776482582,0.009999999776482582,-0.8270973563194275,2.4049062728881836,,,,,,,,,,,,,,,,,
423,3127,14283.5769739151,428247,1778811656.205266,2271.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
424,3129,14285.678072214127,428500,1778811658.3063643,,,,0.000143021548865363,-0.009999999776482582,0.009999999776482582,-0.8241897821426392,2.3988513946533203,,,,,,,,,,,,,,,,,
425,3132,14289.964956521988,429000,1778811662.5932486,,,,0.00015896618424449116,-0.009999999776482582,0.009999999776482582,-0.8289681077003479,2.3980960845947266,,,,,,,,,,,,,,,,,
426,3141,14336.031277656555,430001,1778811708.6595697,2281.0,49.0,-0.49000000953674316,,,,,,,,,,,,,,,,,,,,,,
427,3143,14339.323068857193,430401,1778811711.951361,2283.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
428,3146,14342.643697023392,430801,1778811715.271989,2285.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
429,3161,14360.5182929039,433000,1778811733.146585,,,,0.00020483626576606184,-0.009999999776482582,0.009999999776482582,-0.8267888426780701,2.394155263900757,,,,,,,,,,,,,,,,,
430,3162,14360.536416769028,433001,1778811733.1647089,2296.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
431,3170,14370.389497041702,434201,1778811743.0177891,2302.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
432,3183,14384.920902729034,436001,1778811757.5491948,2311.0,200.0,-2.0,0.00020487529400270432,-0.009999999776482582,,,2.377511739730835,,,,,,,,,,,,,,,,,
433,3188,14391.241574525833,436801,1778811763.8698666,2315.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
434,3208,14413.926478624344,439557,1778811786.5547707,2329.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
435,3217,14691.954069375992,440601,1778812064.5823615,2335.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
436,3224,14700.54186630249,441601,1778812073.1701584,2340.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
437,3247,14728.20994925499,444818,1778812100.8382413,2357.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
438,3250,14731.615153312683,445218,1778812104.2434454,2359.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
439,3252,14733.894984006882,445500,1778812106.523276,,,,0.00018550912500359118,-0.009999999776482582,0.009999999776482582,-0.8307616710662842,2.3723251819610596,,,,,,,,,,,,,,,,,
440,3255,14738.257838964462,446000,1778812110.886131,,,,0.0002905570436269045,-0.009999999776482582,0.009999999776482582,-0.8310763835906982,2.3707516193389893,,,,,,,,,,,,,,,,,
441,3259,14742.661236286163,446500,1778812115.2895284,,,,0.0002876488142646849,-0.009999999776482582,0.009999999776482582,-0.8307982683181763,2.3690338134765625,,,,,,,,,,,,,,,,,
442,3272,14757.823210716248,448303,1778812130.4515028,2375.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
443,3275,14761.146364450455,448692,1778812133.7746565,2377.0,189.0,-0.8899999856948853,,,,,,,,,,,,,,,,,,,,,,
444,3276,14762.917033433914,448892,1778812135.5453255,2378.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
445,3280,14768.177884340286,449492,1778812140.8061764,2381.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
446,3296,14820.964330911636,451601,1778812193.592623,2392.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
447,3299,14824.194352149963,452001,1778812196.8226442,2394.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
448,3309,14836.43083024025,453500,1778812209.0591223,,,,0.0003355882363393903,-0.009999999776482582,0.009999999776482582,-0.8306454420089722,2.3696775436401367,,,,,,,,,,,,,,,,,
449,3313,14840.418538331985,454001,1778812213.0468304,2404.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
450,3326,14856.634027004242,456000,1778812229.262319,,,,0.00027560198213905096,-0.009999999776482582,0.009999999776482582,-0.8307491540908813,2.3674933910369873,,,,,,,,,,,,,,,,,
451,3337,14869.381134748459,457500,1778812242.0094268,,,,0.00021369484602473676,-0.009023437276482582,0.009999999776482582,-0.8298823833465576,2.3790793418884277,,,,,,,,,,,,,,,,,
452,3338,14870.23609161377,457601,1778812242.8643837,2422.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
453,3351,14885.846238613129,459500,1778812258.4745307,,,,0.000405145256081596,-0.009023437276482582,0.009999999776482582,-0.8310898542404175,2.3721179962158203,,,,,,,,,,,,,,,,,
454,3353,14888.195802211761,459783,1778812260.8240943,2433.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
455,3357,15184.405259132385,460001,1778812557.0335512,2435.0,18.0,-0.18000000715255737,,,,,,,,,,,,,,,,,,,,,,
456,3360,15188.461952447891,460466,1778812561.0902445,2438.0,65.0,0.3499999940395355,,,,,,,,,,,,,,,,,,,,,,
457,3364,15193.039761781693,461000,1778812565.6680539,,,,0.0003892174572683871,-0.009999999776482582,0.009999999776482582,-0.8314181566238403,2.365342855453491,,,,,,,,,,,,,,,,,
458,3374,15205.685056447983,462466,1778812578.3133485,2448.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
459,3377,15208.516585111618,462813,1778812581.1448772,2450.0,147.0,-0.4699999988079071,,,,,,,,,,,,,,,,,,,,,,
460,3388,15219.501028299332,464067,1778812592.1293204,2458.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
461,3398,15232.101390123367,465500,1778812604.7296822,,,,0.00017216606647707522,-0.009999999776482582,0.009999999776482582,-0.8323383927345276,2.3518929481506348,,,,,,,,,,,,,,,,,
462,3401,15236.526632547379,466000,1778812609.1549246,,,,0.0002685360668692738,-0.009023437276482582,0.009999999776482582,-0.831999659538269,2.35040283203125,,,,,,,,,,,,,,,,,
463,3403,15238.860872030258,466267,1778812611.489164,2469.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
464,3406,15242.327296257019,466667,1778812614.9555883,2471.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
465,3407,15244.06243801117,466867,1778812616.69073,2472.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
466,3419,15258.584999322891,468500,1778812631.2132914,,,,0.00016498869808856398,-0.009999999776482582,0.009999999776482582,-0.8321536183357239,2.350674867630005,,,,,,,,,,,,,,,,,
467,3426,15267.185302495956,469500,1778812639.8135946,,,,0.0001589135208632797,-0.009999999776482582,0.009999999776482582,-0.8302385210990906,2.3416404724121094,,,,,,,,,,,,,,,,,
468,3428,15269.133265256882,469730,1778812641.7615573,2487.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
469,3435,15312.70244026184,470445,1778812685.3307323,2493.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
470,3439,15317.278562307358,471000,1778812689.9068544,,,,0.00014149305934552103,-0.009023437276482582,0.009999999776482582,-0.8328737616539001,2.351555824279785,,,,,,,,,,,,,,,,,
471,3450,15329.570225954056,472500,1778812702.198518,,,,0.00017542084970045835,-0.009999999776482582,0.009999999776482582,-0.829596221446991,2.3495519161224365,,,,,,,,,,,,,,,,,
472,3451,15329.847341537476,472539,1778812702.4756336,2504.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
473,3456,15336.39148902893,473339,1778812709.019781,2508.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
474,3459,15339.66422009468,473739,1778812712.2925122,2510.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
475,3462,15342.764413118362,474139,1778812715.3927052,2512.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
476,3476,15357.311648130417,475895,1778812729.9399402,2523.0,68.0,0.3199999928474426,,,,,,,,,,,,,,,,,,,,,,
477,3479,15360.557467222214,476295,1778812733.1857593,2525.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
478,3498,15381.654970884323,478903,1778812754.283263,2539.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
479,3503,15386.521088600159,479500,1778812759.1493807,,,,0.00014041623217053711,-0.009023437276482582,0.009999999776482582,-0.8282521367073059,2.377020835876465,,,,,,,,,,,,,,,,,
480,3513,15663.02944803238,480601,1778813035.65774,2549.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
481,3525,15675.96140909195,482094,1778813048.5897012,2558.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
482,3537,15688.89452958107,483598,1778813061.5228217,2567.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
483,3543,15696.85159945488,484500,1778813069.4798915,,,,0.00036475597880780697,-0.009999999776482582,0.009999999776482582,-0.8310429453849792,2.35050106048584,,,,,,,,,,,,,,,,,
484,3554,15709.786679983139,486000,1778813082.414972,,,,0.0004212013736832887,-0.009999999776482582,0.009999999776482582,-0.8283413648605347,2.357208013534546,,,,,,,,,,,,,,,,,
485,3555,15710.204947710037,486045,1778813082.8332398,2580.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
486,3576,15736.131323099136,489045,1778813108.7596152,2595.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
487,3578,15738.224678754807,489282,1778813110.8529708,2597.0,37.0,0.6299999952316284,,,,,,,,,,,,,,,,,,,,,,
488,3581,15741.571963071823,489682,1778813114.2002552,2599.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
489,3586,15785.56373500824,490401,1778813158.192027,2603.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
490,3589,15788.351768732071,490748,1778813160.9800608,2605.0,147.0,-0.4699999988079071,,,,,,,,,,,,,,,,,,,,,,
491,3591,15790.361785888672,491000,1778813162.990078,,,,0.00020347972167655826,-0.009999999776482582,0.009999999776482582,-0.8263262510299683,2.3717477321624756,,,,,,,,,,,,,,,,,
492,3605,15806.585760354996,493000,1778813179.2140524,,,,0.00023914576740935445,-0.009999999776482582,0.009999999776482582,-0.8256896734237671,2.3737454414367676,,,,,,,,,,,,,,,,,
493,3610,15811.526817560196,493630,1778813184.1551096,2620.0,128.0,-0.2800000011920929,,,,,,,,,,,,,,,,,,,,,,
494,3613,15814.858294010162,494030,1778813187.486586,2622.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
495,3622,15824.312778711319,495186,1778813196.9410708,2629.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
496,3640,15844.250308036804,497638,1778813216.8786001,2642.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
497,3644,15847.913218021393,498070,1778813220.54151,2645.0,32.0,0.6800000071525574,,,,,,,,,,,,,,,,,,,,,,
498,3650,15855.490678787231,498976,1778813228.1189709,2650.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
499,3656,15862.025379657745,499776,1778813234.6536717,2654.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
