_step,_runtime,global_step,_timestamp,train/episodes,train/episode_length,train/episode_return,train/info_gain_shaped_max_abs,train/world_model_loss,train/env_reward_mean,train/env_abs_ema,train/rewards_mean,train/info_gain_to_env_abs_ratio,train/epsilon,train/info_gain_clip_min,train/mi_beta_effective,train/q_pred_mean,train/info_std_ema,train/q_loss,train/info_gain_raw_mean,train/env_reward_std,train/info_gain_clip_max,train/env_reward_abs_mean,train/info_gain_raw_std,train/env_reward_max_abs,train/info_gain_shaped_abs_mean,train/info_gain_clip_mean,train/mi_raw_std,train/info_gain_shaped_mean,train/mi_raw_mean,train/info_gain_shaped_std,train/mi_target_ratio,train/info_norm_abs_ema,eval/video,eval/successes_strict,eval/ep_len_mean,eval/success_strict_rate,eval/return_mean,eval_video/time_to_first_band_entry_mean,eval/time_to_first_band_entry_mean,eval_video/ep_len_mean,eval_video/return_mean,eval_video/success_reach_rate,eval_video/success_strict_rate,eval_video/band_visits_mean,eval/band_visits_mean,eval/success_reach_rate,eval_video/successes_strict,eval_video/successes_reach,eval/successes_reach
3021,14381.925995588303,416500,1778949639.8535767,,,,0.000636344775557518,0.00015437649562954903,-0.010000000707805157,0.010091683827340603,-0.009999999776482582,0.010254236869513988,0.009999999776482582,-1.106113314628601,0.00021211493003647774,-0.8083046078681946,5.524410653379164e-07,2.471156120300293,1.4528632164001465e-07,0.0,3.0,0.010000000707805157,5.149165644979803e-07,0.009999999776482582,0.00010254247899865732,-0.0361115038394928,4.725652331671881e-07,-7.659788025193848e-06,1.955777406692505e-07,0.00015082898607943207,0.009999999776482582,0.4777543842792511,,,,,,,,,,,,,,,,,
3022,14382.382725477219,416548,1778949640.3103065,2195.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,14384.141451120377,416748,1778949642.0690322,2196.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,14385.97748041153,416948,1778949643.9050615,2197.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,14386.471408605576,417000,1778949644.3989897,,,,0.0006264717667363584,0.00023948238231241703,-0.010000000707805157,0.010086657479405403,-0.009999999776482582,0.00973806157708168,0.009999999776482582,-1.5272507667541504,0.0002088239270960912,-0.8061022162437439,5.440498966891028e-07,2.4711251258850098,1.309173569552513e-07,0.0,3.0,0.010000000707805157,4.839577627535618e-07,0.009999999776482582,9.738072549225762e-05,-0.030979186296463013,4.4580150415640674e-07,-6.469198069680715e-06,1.8742866814136505e-07,0.00015017695841379464,0.009999999776482582,0.4830220937728882,,,,,,,,,,,,,,,,,
3026,14387.855123996735,417148,1778949645.782705,2198.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,14389.781335830688,417348,1778949647.708917,2199.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,14391.326024770737,417500,1778949649.2536058,,,,0.0006264717667363584,0.00028251344338059425,-0.010000000707805157,0.010069295763969421,-0.009999999776482582,0.009935532696545124,0.009999999776482582,-1.1017992496490479,0.0002088239270960912,-0.8069630265235901,5.466734478432045e-07,2.4815664291381836,1.3650529240294418e-07,0.0,3.0,0.010000000707805157,4.769225938616728e-07,0.009999999776482582,9.935543494066224e-05,-0.026104707270860672,4.360569221262267e-07,-5.451287506730296e-06,1.909211277961731e-07,0.00015120419266168028,0.009999999776482582,0.4851146340370178,,,,,,,,,,,,,,,,,
3029,14391.796174526215,417548,1778949649.7237556,2200.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,14393.634644508362,417748,1778949651.5622256,2201.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031,14395.476748228073,417948,1778949653.4043293,2202.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3032,14395.962306499481,418000,1778949653.8898876,,,,0.0006232151645235717,0.0001395359868183732,-0.010000000707805157,0.010066275484859943,-0.009999999776482582,0.010007490403950214,0.009999999776482582,-1.1270349025726318,0.0002077383833238855,-0.8057533502578735,5.365699280446279e-07,2.478557586669922,1.3916620389409218e-07,0.0,3.0,0.010000000707805157,5.219189347371866e-07,0.009999999776482582,0.00010007501259678975,-0.0393255315721035,4.869222607339907e-07,-8.169420652848203e-06,1.9767321646213531e-07,0.00015027525660116225,0.009999999776482582,0.48456501960754395,,,,,,,,,,,,,,,,,
3033,14397.281966924667,418148,1778949655.209548,2203.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034,14399.203924179077,418348,1778949657.1315053,2204.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3035,14400.594230175018,418500,1778949658.5218112,,,,0.0006232151645235717,0.00022006110521033406,-0.010000000707805157,0.010069260373711586,-0.009999999776482582,0.009599586017429829,0.009999999776482582,-1.5324324369430542,0.0002077383833238855,-0.8045257925987244,5.399191422839067e-07,2.4816627502441406,1.2745815070047684e-07,0.0,3.0,0.010000000707805157,4.7033526584527863e-07,0.009999999776482582,9.599596523912624e-05,-0.02551623247563839,4.4332128368296253e-07,-5.3007001952209976e-06,1.8812716007232666e-07,0.00014596119581256062,0.009999999776482582,0.4853527545928955,,,,,,,,,,,,,,,,,
3036,14401.000393390656,418548,1778949658.9279745,2205.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3037,14401.837189912796,418630,1778949659.764771,2206.0,82.0,0.18000000715255737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3038,14403.634104251862,418830,1778949661.5616853,2207.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3039,14405.192405462265,419000,1778949663.1199865,,,,0.0006215354660525918,0.0002191997045883909,-0.010000000707805157,0.010050741024315357,-0.009999999776482582,0.010103586129844189,0.009999999776482582,-2.008481979370117,0.00020717848383355886,-0.8048588633537292,5.297407597026904e-07,2.4850106239318848,1.30385160446167e-07,0.0,3.0,0.010000000707805157,4.551937138330686e-07,0.009999999776482582,0.0001010359701467678,-0.02214764431118965,4.138462941227772e-07,-4.588515366776846e-06,1.869630068540573e-07,0.0001514452596893534,0.009999999776482582,0.48512473702430725,,,,,,,,,,,,,,,,,
3040,14405.438235759735,419030,1778949663.3658168,2208.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,14407.30617403984,419230,1778949665.233755,2209.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042,14409.270550012589,419430,1778949667.198131,2210.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3043,14409.96905374527,419500,1778949667.8966348,,,,0.0006215354660525918,0.00017437528003938496,-0.010000000707805157,0.010074984282255173,-0.009999999776482582,0.010918944142758846,0.009999999776482582,-1.196406602859497,0.00020717848383355886,-0.8041325211524963,5.384617338677344e-07,2.4894180297851562,1.793461308352562e-07,0.0,3.0,0.010000000707805157,7.433955602209608e-07,0.009999999776482582,0.00010918956104433164,-0.08828475326299667,6.979304316701018e-07,-1.8290695152245462e-05,2.253800630569458e-07,0.00015940770390443504,0.009999999776482582,0.48773184418678284,,,,,,,,,,,,,,,,,
3044,14411.195425987244,419630,1778949669.123007,2211.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3045,14413.023901462555,419830,1778949670.9514825,2212.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,14672.73598742485,420000,1778949930.6635685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'_type': 'video-file', 'path': 'media/videos/eval/video_20_f3e3637ecf635d8ade21.mp4', 'sha256': 'f3e3637ecf635d8ade21aac07e9690d75814ecdc20db42098c648431a7884463', 'size': 739639}",,,,,,,,,,,,,,,,
3047,14710.708778619766,420000,1778949968.6363597,,,,0.0006258003413677216,0.0003056809364352375,-0.010000000707805157,0.01008528470993042,-0.009999999776482582,0.009603932499885559,0.009999999776482582,-1.5754280090332031,0.00020860011863987893,-0.8060525059700012,5.237287723502959e-07,2.4859368801116943,1.2559550555124588e-07,0.0,3.0,0.010000000707805157,5.014385351387318e-07,0.009999999776482582,9.603943180991337e-05,-0.03445883467793465,4.576125718358526e-07,-7.188116342149442e-06,1.8137507140636444e-07,0.0001449852716177702,0.009999999776482582,0.4834745228290558,,0.0,194.86000061035156,0.0,-1.9085999727249146,28.33333396911621,31.5238094329834,200.0,-2.0,0.0,0.0,0.550000011920929,0.8600000143051147,0.03999999910593033,0.0,0.0,2.0
3048,14710.726803302765,420001,1778949968.6543844,2213.0,171.0,-1.7100000381469727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,14711.224477529526,420045,1778949969.1520586,2214.0,44.0,0.5600000023841858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,14713.146915435791,420245,1778949971.0744965,2215.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,14715.146432161331,420445,1778949973.0740132,2216.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3052,14715.754547834396,420500,1778949973.682129,,,,0.0006258003413677216,0.0003582573845051229,-0.010000000707805157,0.010077445767819881,-0.009999999776482582,0.010500648990273476,0.009999999776482582,-1.1703485250473022,0.00020860011863987893,-0.8038507699966431,5.406694754128694e-07,2.4913461208343506,1.6763807764164085e-07,0.0,3.0,0.010000000707805157,7.461229643013212e-07,0.009999999776482582,0.00010500660573597997,-0.07379906624555588,7.012034757281072e-07,-1.5394498404930346e-05,2.193264663219452e-07,0.00015543941117357463,0.009999999776482582,0.4855523705482483,,,,,,,,,,,,,,,,,
3053,14717.130546569824,420645,1778949975.0581276,2217.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3054,14717.47285580635,420686,1778949975.4004369,2218.0,41.0,0.5899999737739563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,14719.427973747253,420886,1778949977.3555548,2219.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,14720.591510295868,421000,1778949978.5190914,,,,0.0006281685782596469,0.0002688332460820675,-0.010000000707805157,0.0100834546610713,-0.009999999776482582,0.010393270291388035,0.009999999776482582,-1.1607038974761963,0.00020938953093718737,-0.8028601408004761,5.418064574769232e-07,2.4856040477752686,1.6364668908863678e-07,0.0,3.0,0.010000000707805157,6.424987759601208e-07,0.009999999776482582,0.00010393281991127878,-0.06951023638248444,6.021328431415895e-07,-1.4554716472048312e-05,2.1653249859809875e-07,0.00015465322940144688,0.009999999776482582,0.4815644323825836,,,,,,,,,,,,,,,,,
3057,14721.408480167389,421086,1778949979.3360612,2220.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3058,14723.448236465454,421286,1778949981.3758175,2221.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059,14725.417323350906,421486,1778949983.3449044,2222.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060,14725.591621637344,421500,1778949983.5192027,,,,0.0006281685782596469,0.00021467238548211753,-0.010000000707805157,0.010088477283716202,-0.009999999776482582,0.010253197513520718,0.009999999776482582,-1.6125802993774414,0.00020938953093718737,-0.804834246635437,5.244679641691619e-07,2.483579635620117,1.46616784491016e-07,0.0,3.0,0.010000000707805157,5.691585442946234e-07,0.009999999776482582,0.00010253208893118426,-0.05786071717739105,5.314515192367253e-07,-1.2115428035031073e-05,1.9371509552001953e-07,0.00015155757137108594,0.009999999776482582,0.4771767258644104,,,,,,,,,,,,,,,,,
3061,14727.486615896225,421686,1778949985.414197,2223.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062,14729.500836133957,421886,1778949987.4284172,2224.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,14730.57783484459,422000,1778949988.505416,,,,0.0006281945388764143,0.00034959567710757256,-0.010000000707805157,0.010095013305544853,-0.009999999776482582,0.009581257589161396,0.009999999776482582,-1.1290075778961182,0.00020939818932674825,-0.8018657565116882,5.169957262296521e-07,2.4869141578674316,1.1814492495432205e-07,0.0,3.0,0.010000000707805157,4.413203953390621e-07,0.009999999776482582,9.581268386682495e-05,-0.02738022990524769,3.9996996292757103e-07,-5.733370471716626e-06,1.708976924419403e-07,0.0001431367709301412,0.009999999776482582,0.48209646344184875,,,,,,,,,,,,,,,,,
3064,14731.352100133896,422086,1778949989.2796812,2225.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3065,14733.277398109436,422286,1778949991.2049792,2226.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066,14733.736142635345,422326,1778949991.6637237,2227.0,40.0,0.6000000238418579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067,14735.54125881195,422500,1778949993.46884,,,,0.0006281945388764143,0.00032201973954215646,-0.008883928880095482,0.01008765771985054,-0.009023437276482582,0.009374584071338177,0.009999999776482582,-1.177269697189331,0.00020939818932674825,-0.7996708154678345,5.234185778135725e-07,2.514155149459839,1.5114035534224968e-07,0.03338900953531265,3.0,0.011093751527369022,5.744712439081923e-07,0.9900000095367432,0.00010399940219940618,-0.05424238368868828,5.385557528825302e-07,-1.1358256415405776e-05,1.955777406692505e-07,0.00015422113938257098,0.009999999776482582,0.48836570978164673,,,,,,,,,,,,,,,,,
3068,14735.791728258133,422526,1778949993.7193093,2228.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069,14737.76038312912,422726,1778949995.6879642,2229.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070,14738.032559156418,422755,1778949995.9601402,2230.0,29.0,0.7099999785423279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3071,14739.971322774887,422955,1778949997.8989038,2231.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072,14740.399903297424,423000,1778949998.3274844,,,,0.0006192779401317239,0.00033361840178258717,-0.010000000707805157,0.010069861076772213,-0.009999999776482582,0.010046105831861496,0.009999999776482582,-1.1389178037643433,0.00020642598974518478,-0.8014881610870361,5.250263370726316e-07,2.500518321990967,1.325139038499401e-07,0.0,3.0,0.010000000707805157,4.496674250731303e-07,0.009999999776482582,0.0001004611694952473,-0.02165638655424118,4.226888847824739e-07,-4.470441581361229e-06,1.9045546650886536e-07,0.00014737623860128224,0.009999999776482582,0.4878194332122803,,,,,,,,,,,,,,,,,
3073,14741.902487516403,423155,1778949999.8300686,2232.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074,14743.814474344254,423355,1778950001.7420554,2233.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,14745.25881099701,423500,1778950003.186392,,,,0.0006192779401317239,0.0002840768429450691,-0.010000000707805157,0.01007732842117548,-0.009999999776482582,0.00987213384360075,0.009999999776482582,-1.1607095003128052,0.00020642598974518478,-0.8011834621429443,5.321752496456611e-07,2.49894380569458,1.5247081819325103e-07,0.0,3.0,0.010000000707805157,6.854793923594116e-07,0.009999999776482582,9.872144437395036e-05,-0.06904886662960052,6.443960955948569e-07,-1.4253479093895294e-05,2.00001522898674e-07,0.00014768296387046576,0.009999999776482582,0.48999688029289246,,,,,,,,,,,,,,,,,
3076,14745.7691822052,423555,1778950003.6967633,2234.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3077,14747.70150566101,423755,1778950005.6290867,2235.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3078,14749.673632860184,423955,1778950007.601214,2236.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3079,14750.125133752823,424000,1778950008.0527148,,,,0.0006195831228978932,0.0004784082993865013,-0.010000000707805157,0.010057451203465462,-0.009999999776482582,0.010548492893576622,0.009999999776482582,-1.6208760738372803,0.00020652770763263106,-0.8008955717086792,5.260008606455813e-07,2.500533103942871,1.5353518278971023e-07,0.0,3.0,0.010000000707805157,5.51798848391627e-07,0.009999999776482582,0.00010548504360485822,-0.05204828828573227,5.115313683745626e-07,-1.0749415196187329e-05,2.0745210349559784e-07,0.0001571070752106607,0.009999999776482582,0.48697832226753235,,,,,,,,,,,,,,,,,
3080,14751.65118265152,424155,1778950009.5787637,2237.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3081,14753.690404176712,424355,1778950011.6179852,2238.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3082,14753.909633874893,424373,1778950011.837215,2239.0,18.0,0.8199999928474426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3083,14755.138447761536,424500,1778950013.0660288,,,,0.0006195831228978932,0.00019028947281185538,-0.008883928880095482,0.010091658681631088,-0.009023437276482582,0.009566951543092728,0.009999999776482582,-1.6300851106643677,0.00020652770763263106,-0.7995336055755615,5.231360091784154e-07,2.5162198543548584,1.538012810442524e-07,0.03338900953531265,3.0,0.011093751527369022,5.273254259918758e-07,0.9900000095367432,0.00010613347694743425,-0.04106839746236801,4.917592377751134e-07,-8.481761142320465e-06,2.0070001482963562e-07,0.00015839035040698946,0.009999999776482582,0.4868793487548828,,,,,,,,,,,,,,,,,
3084,14755.834471940994,424573,1778950013.762053,2240.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3085,14757.748388051987,424773,1778950015.6759691,2241.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3086,14758.191675424576,424823,1778950016.1192565,2242.0,50.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3087,14758.479114294052,424851,1778950016.4066954,2243.0,28.0,0.7200000286102295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3088,14759.858613967896,425000,1778950017.786195,,,,0.0006153207505121827,0.0006606322713196278,-0.010000000707805157,0.010067969560623169,-0.009999999776482582,0.010713348165154457,0.009999999776482582,-1.196853756904602,0.00020510691683739424,-0.8003076910972595,5.104660658616922e-07,2.506804943084717,1.460846021927864e-07,0.0,3.0,0.010000000707805157,5.131475973030319e-07,0.009999999776482582,0.00010713360097724944,-0.04043504595756531,4.7494387445112807e-07,-8.293507562484592e-06,2.023298293352127e-07,0.00015762567636556923,0.009999999776482582,0.49086445569992065,,,,,,,,,,,,,,,,,
3089,14760.33343219757,425051,1778950018.2610133,2244.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3090,14762.307429552078,425251,1778950020.2350106,2245.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3091,14764.241877555847,425451,1778950022.1694586,2246.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3092,14764.804023981094,425500,1778950022.731605,,,,0.0006153207505121827,0.0007406148361042142,-0.007767857518047094,0.010113437660038471,-0.008046874776482582,0.007987326942384243,0.009999999776482582,-1.163390040397644,0.00020510691683739424,-0.7999258637428284,5.112560188536008e-07,2.512629508972168,1.2958689410424995e-07,0.04719280079007149,3.0,0.012187500484287739,4.924346512780176e-07,0.9900000095367432,9.734563354868442e-05,-0.03903321921825409,4.517202398801601e-07,-8.005982635950204e-06,1.816079020500183e-07,0.0001433689467376098,0.009999999776482582,0.4911220967769623,,,,,,,,,,,,,,,,,
3093,14766.33707523346,425651,1778950024.2646563,2247.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094,14768.238768100739,425851,1778950026.1663492,2248.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3095,14769.747684001923,426000,1778950027.675265,,,,0.0006078904261812568,0.0008268961682915688,-0.010000000707805157,0.010093229822814465,-0.009999999776482582,0.010161631740629673,0.009999999776482582,-1.1748102903366089,0.00020263013720978051,-0.8005462884902954,5.145693080521596e-07,2.5082311630249023,1.3943230214863434e-07,0.0,3.0,0.010000000707805157,4.990413344785338e-07,0.009999999776482582,0.0001016164242173545,-0.03571302071213722,4.587984960835456e-07,-7.236536930577131e-06,1.9068829715251923e-07,0.0001511727023171261,0.009999999776482582,0.49811094999313354,,,,,,,,,,,,,,,,,
3096,14770.219393491745,426051,1778950028.1469746,2249.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3097,14772.25395321846,426251,1778950030.1815343,2250.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3098,14774.25797176361,426451,1778950032.1855528,2251.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3099,14774.777748584747,426500,1778950032.7053297,,,,0.0006078904261812568,0.0005740330670960248,-0.010000000707805157,0.010109650902450085,-0.009999999776482582,0.010994247160851955,0.009999999776482582,-1.1939297914505005,0.00020263013720978051,-0.8021243810653687,5.320219429449935e-07,2.501253604888916,1.7029898913278885e-07,0.0,3.0,0.010000000707805157,5.729744998461683e-07,0.009999999776482582,0.00010994259355356917,-0.04933773726224899,5.380231868912233e-07,-9.997314009524416e-06,2.1327286958694458e-07,0.00016718494589440525,0.009999999776482582,0.4991706609725952,,,,,,,,,,,,,,,,,
3100,14776.3060901165,426651,1778950034.2336712,2252.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3101,14778.295791625977,426851,1778950036.2233727,2253.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3102,14779.703093528748,427000,1778950037.6306746,,,,0.000612029223702848,0.00041202467400580645,-0.010000000707805157,0.010091925039887428,-0.009999999776482582,0.009724440984427929,0.009999999776482582,-1.1174931526184082,0.00020400973153300583,-0.8015010356903076,5.417130637397349e-07,2.5079925060272217,1.3969838619232178e-07,0.0,3.0,0.010000000707805157,4.977575827069813e-07,0.009999999776482582,9.724451956572011e-05,-0.03278022259473801,4.5984654661879176e-07,-6.687482255074428e-06,1.869630068540573e-07,0.00014906763681210577,0.009999999776482582,0.4946785867214203,,,,,,,,,,,,,,,,,
3103,14780.218482017517,427051,1778950038.146063,2254.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3104,14782.04464840889,427251,1778950039.9722295,2255.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105,14784.03043293953,427451,1778950041.958014,2256.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3106,14784.519558668137,427500,1778950042.4471397,,,,0.000612029223702848,0.0003122389898635447,-0.010000000707805157,0.010057337582111359,-0.009999999776482582,0.00928534846752882,0.009999999776482582,-1.1042823791503906,0.00020400973153300583,-0.8024129271507263,5.425302447292779e-07,2.497745990753174,1.3331218440271186e-07,0.0,3.0,0.010000000707805157,4.852032020608021e-07,0.009999999776482582,9.285358828492463e-05,-0.03097875416278839,4.5411974269882194e-07,-6.319967724266462e-06,1.878943294286728e-07,0.00014176084368955344,0.009999999776482582,0.4909052848815918,,,,,,,,,,,,,,,,,
3107,14785.994544267654,427651,1778950043.9221253,2257.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3108,14787.971229553223,427851,1778950045.8988106,2258.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3109,14789.344759464264,428000,1778950047.2723405,,,,0.0006175035960040987,0.0008274898864328861,-0.010000000707805157,0.010061288252472878,-0.009999999776482582,0.009963449090719223,0.009999999776482582,-1.1121764183044434,0.0002058345271507278,-0.8016523122787476,5.575094519372215e-07,2.496650218963623,1.54333463342482e-07,0.0,3.0,0.010000000707805157,5.369473115024448e-07,0.009999999776482582,9.963459888240322e-05,-0.04036197066307068,4.967798759025754e-07,-8.307887583214324e-06,1.9883736968040466e-07,0.00015260596410371363,0.009999999776482582,0.4888046383857727,,,,,,,,,,,,,,,,,
3110,14789.885892629623,428051,1778950047.8134737,2259.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3111,14791.752456665039,428251,1778950049.6800377,2260.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3112,14793.750330924988,428451,1778950051.677912,2261.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3113,14794.26275730133,428500,1778950052.1903384,,,,0.0006175035960040987,0.00040571560384705663,-0.010000000707805157,0.01005470473319292,-0.009999999776482582,0.010715330019593239,0.009999999776482582,-2.399582862854004,0.0002058345271507278,-0.8036362528800964,5.560985982810962e-07,2.4913244247436523,1.663076147906395e-07,0.0,3.0,0.010000000707805157,6.084260348870885e-07,0.009999999776482582,0.00010715342068579048,-0.04753272607922554,5.604179023066536e-07,-9.78387652139645e-06,2.1979212760925293e-07,0.00015932346286717802,0.009999999776482582,0.4908902049064636,,,,,,,,,,,,,,,,,
3114,14795.713000774384,428651,1778950053.6405818,2262.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3115,14797.812463521957,428851,1778950055.7400446,2263.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,14799.278231143951,429000,1778950057.2058122,,,,0.000618870253674686,0.00040389926289208233,-0.010000000707805157,0.010079863481223583,-0.009999999776482582,0.010629627853631973,0.009999999776482582,-1.1323487758636475,0.00020629008940886706,-0.8030880689620972,5.647888769999554e-07,2.491889476776123,1.7402427943125076e-07,0.0,3.0,0.010000000707805157,6.53841084385931e-07,0.009999999776482582,0.00010629639291437343,-0.06202312186360359,6.047396254871273e-07,-1.2794757822121028e-05,2.2561289370059967e-07,0.00015945846098475158,0.009999999776482582,0.4886256754398346,,,,,,,,,,,,,,,,,
3117,14799.718415260315,429051,1778950057.6459963,2264.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
