_step,_runtime,global_step,_timestamp,train/episodes,train/episode_length,train/episode_return,train/info_gain_shaped_max_abs,train/world_model_loss,train/env_reward_mean,train/rewards_mean,train/info_gain_to_env_abs_ratio,train/epsilon,train/info_gain_clip_min,train/q_pred_mean,train/q_loss,train/info_gain_raw_mean,train/env_reward_std,train/info_gain_clip_max,train/env_reward_abs_mean,train/info_gain_raw_std,train/env_reward_max_abs,train/info_gain_shaped_abs_mean,train/info_gain_clip_mean,train/mi_raw_std,train/info_gain_shaped_mean,train/mi_raw_mean,train/info_gain_shaped_std,eval/video,eval/successes_strict,eval/ep_len_mean,eval/success_strict_rate,eval/return_mean,eval_video/time_to_first_band_entry_mean,eval/time_to_first_band_entry_mean,eval_video/ep_len_mean,eval_video/return_mean,eval_video/success_reach_rate,eval_video/success_strict_rate,eval_video/band_visits_mean,eval/band_visits_mean,eval/success_reach_rate,eval_video/successes_strict,eval_video/successes_reach,eval/successes_reach
2875,13587.599015951157,394567,1778884107.995615,2092.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,13589.332570314407,394767,1778884109.7291694,2093.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,13591.020770311356,394967,1778884111.4173694,2094.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,13591.324216127396,395000,1778884111.7208152,,,,4.2005308387160767e-07,0.00023614554083906114,-0.010000000707805157,-0.009999999776482582,2.2550930225406773e-06,0.009999999776482582,-8.06259265573317e-07,-0.8070423007011414,2.5167341232299805,9.10035211632021e-08,0.0,4.200530838716077e-06,0.010000000707805157,3.7810374919899914e-07,0.009999999776482582,2.2550954881239704e-08,-6.0903667905339715e-15,3.427441015446675e-07,-6.344131720542492e-16,1.62515789270401e-07,3.781037705152812e-08,,,,,,,,,,,,,,,,,
2879,13592.965494155884,395167,1778884113.3620932,2095.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,13594.682121038437,395367,1778884115.07872,2096.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,13595.965775251389,395500,1778884116.3623743,,,,5.383842562878272e-07,0.0002825827104970813,-0.010000000707805157,-0.009999999776482582,2.5006399937410606e-06,0.009999999776482582,-5.766217441305344e-07,-0.8089209198951721,2.5126121044158936,9.978456461112728e-08,0.0,5.3838425628782716e-06,0.010000000707805157,4.384410203783773e-07,0.009999999776482582,2.5006427151197386e-08,3.0451833952669857e-15,3.9952212205207616e-07,2.220446049250313e-16,1.809094101190567e-07,4.38441034589232e-08,,,,,,,,,,,,,,,,,
2882,13596.545605897903,395567,1778884116.942205,2097.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2883,13598.237600326538,395767,1778884118.6341994,2098.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,13599.98119878769,395967,1778884120.3777978,2099.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2885,13600.302112102509,396000,1778884120.6987112,,,,4.186694297914073e-07,0.00039633153937757015,-0.010000000707805157,-0.009999999776482582,2.5489107429166324e-06,0.009999999776482582,-5.816774546474335e-07,-0.8083576560020447,2.504619598388672,1.0484031776059055e-07,0.0,4.186694241070654e-06,0.010000000707805157,4.389249852465582e-07,0.009999999776482582,2.548913613509285e-08,-8.12048877170098e-15,3.9727859757476836e-07,-6.185528506938269e-16,1.8277205526828766e-07,4.389249497194214e-08,,,,,,,,,,,,,,,,,
2886,13601.710056781769,396167,1778884122.1066558,2100.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,13603.52993106842,396367,1778884123.9265301,2101.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888,13604.705214738846,396500,1778884125.1018138,,,,7.046386940601224e-07,0.0002183816977776587,-0.010000000707805157,-0.009999999776482582,2.4970229333121097e-06,0.009999999776482582,-8.21426510810852e-07,-0.8082639575004578,2.504214286804199,1.0617078061159191e-07,0.0,7.0463865995407104e-06,0.010000000707805157,4.5653592906091944e-07,0.009999999776482582,2.4970256973233518e-08,0.0,4.187928084320447e-07,-3.172065860271246e-16,1.7904676496982574e-07,4.5653592906091944e-08,,,,,,,,,,,,,,,,,
2889,13605.322530269623,396567,1778884125.7191293,2102.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,13607.025735855103,396767,1778884127.422335,2103.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2891,13608.77710556984,396967,1778884129.1737046,2104.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,13609.049788713455,397000,1778884129.4463878,,,,3.4831464290618896e-07,0.0007274392992258072,-0.010000000707805157,-0.009999999776482582,2.391667294432409e-06,0.009999999776482582,-5.699694156646729e-07,-0.8087564706802368,2.509629011154175,9.313226456697521e-08,0.0,3.4831464290618896e-06,0.010000000707805157,3.767440261981392e-07,0.009999999776482582,2.391669973178523e-08,0.0,3.325766328998725e-07,-4.599495841500442e-16,1.6833655536174774e-07,3.767440404089939e-08,,,,,,,,,,,,,,,,,
2893,13610.45508646965,397167,1778884130.8516855,2105.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894,13612.242709636688,397367,1778884132.6393087,2106.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2895,13613.40762591362,397500,1778884133.804225,,,,3.9514685568065033e-07,0.0006706821732223034,-0.010000000707805157,-0.009999999776482582,2.3432837679138174e-06,0.009999999776482582,-1.0553214906394714e-06,-0.8115368485450745,2.497399091720581,1.0164720976035824e-07,0.0,3.951468443119666e-06,0.010000000707805157,3.9738421264701174e-07,0.009999999776482582,2.3432862761296747e-08,1.5225916976334929e-15,3.711562897024123e-07,-3.489272552177489e-16,1.7415732145309448e-07,3.973842055415844e-08,,,,,,,,,,,,,,,,,
2896,13614.075640916824,397567,1778884134.47224,2107.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,13614.383007526398,397599,1778884134.7796066,2108.0,32.0,0.6800000071525574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2898,13616.099194526672,397799,1778884136.4957936,2109.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,13617.213640928268,397931,1778884137.61024,2110.0,132.0,-0.3199999928474426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,13617.8485724926,398000,1778884138.2451715,,,,4.426975408478029e-07,0.001122214482165873,-0.010000000707805157,-0.009999999776482582,2.4719638531678356e-06,0.009999999776482582,-5.798148094982025e-07,-0.8074818849563599,2.5091171264648438,1.029776726113596e-07,0.0,4.426975465321448e-06,0.010000000707805157,4.093925269899046e-07,0.009999999776482582,2.4719666313899324e-08,-6.597897074067487e-15,3.7621742876581266e-07,-1.0785023819043118e-15,1.7508864402770996e-07,4.09392555411614e-08,,,,,,,,,,,,,,,,,
2901,13618.958947896957,398131,1778884139.355547,2111.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2902,13620.648207902908,398331,1778884141.044807,2112.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,13621.55857205391,398428,1778884141.955171,2113.0,97.0,0.029999999329447746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,13622.26846909523,398500,1778884142.6650681,2114.0,72.0,0.2800000011920929,4.1984023368968337e-07,0.0009003626764751971,-0.010000000707805157,-0.009999999776482582,2.334291366423713e-06,0.009999999776482582,-8.083879947662354e-07,-0.8085682392120361,2.510443687438965,9.313226456697521e-08,0.0,4.198402166366577e-06,0.010000000707805157,3.815962372755166e-07,0.009999999776482582,2.3342938249015788e-08,0.0,3.3915713970600336e-07,-3.806479244083732e-16,1.6624107956886292e-07,3.815961946429525e-08,,,,,,,,,,,,,,,,,
2905,13623.966053724289,398700,1778884144.3626528,2115.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,13625.818099021912,398900,1778884146.214698,2116.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2907,13626.711057662964,399000,1778884147.1076567,,,,2.9855542038603744e-07,0.0007022302597761154,-0.010000000707805157,-0.009999999776482582,2.5363547138113063e-06,0.009999999776482582,-8.291431754514633e-07,-0.8089467287063599,2.5063939094543457,1.1388745235763054e-07,0.0,2.9855541470169555e-06,0.010000000707805157,4.2815545953089895e-07,0.009999999776482582,2.5363574351899842e-08,2.030122192925245e-15,4.018772301606077e-07,-1.268826370578278e-16,1.809094101190567e-07,4.281554666363263e-08,,,,,,,,,,,,,,,,,
2908,13627.513874530792,399100,1778884147.9104736,2117.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,13629.274803161621,399300,1778884149.6714022,2118.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,13629.513917446136,399328,1778884149.9105165,2119.0,28.0,0.7200000286102295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2911,13631.006982564926,399500,1778884151.4035816,,,,5.856954317096097e-07,0.0007602997357025743,-0.010000000707805157,-0.009999999776482582,2.590143139968859e-06,0.009999999776482582,-4.395044470584253e-06,-0.8083388805389404,2.5049445629119873,1.035098549095892e-07,0.0,5.856954430782935e-06,0.010000000707805157,5.08271909893665e-07,0.009999999776482582,2.5901460531940756e-08,1.5225916976334929e-15,4.368885129224509e-07,-4.123685671292179e-16,1.8649734556674957e-07,5.082718956828103e-08,,,,,,,,,,,,,,,,,
2912,13631.224986314774,399528,1778884151.6215854,2120.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,13633.04368686676,399728,1778884153.440286,2121.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2914,13634.820577383041,399928,1778884155.2171764,2122.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2915,13873.264793872833,400000,1778884393.661393,,,,,,,,,,,,,,,,,,,,,,,,,"{'size': 706574, '_type': 'video-file', 'path': 'media/videos/eval/video_19_3252ad0800dd0c738dc9.mp4', 'sha256': '3252ad0800dd0c738dc95b7798f5ca32ef73f0d8affbd5aad77e69c83d17f248'}",,,,,,,,,,,,,,,,
2916,13909.575464963913,400000,1778884429.972064,,,,4.430966953350435e-07,0.0005542412400245667,-0.010000000707805157,-0.009999999776482582,2.3583579604746774e-06,0.009999999776482582,-1.052660650202597e-06,-0.8082895874977112,2.5067200660705566,9.898629116378288e-08,0.0,4.430966782820178e-06,0.010000000707805157,4.1841332176772994e-07,0.009999999776482582,2.358360617904509e-08,1.0150610964626224e-15,3.8279964087450935e-07,-5.075305482313112e-16,1.601874828338623e-07,4.1841328624059315e-08,,0.0,190.17999267578125,0.0,-1.8417999744415283,22.0,40.04999923706055,184.10000610351562,-1.7410000562667847,0.10000000149011612,0.0,0.75,1.100000023841858,0.05999999865889549,0.0,2.0,3.0
2917,13909.604931116104,400001,1778884430.0015302,2123.0,73.0,-0.7300000190734863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2918,13911.543921470642,400201,1778884431.9405205,2124.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2919,13913.4133477211,400401,1778884433.8099468,2125.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,13914.22254061699,400500,1778884434.6191397,,,,4.6680548848598846e-07,0.0003795353404711932,-0.010000000707805157,-0.009999999776482582,2.360258804401383e-06,0.009999999776482582,-5.771539122179092e-07,-0.8075390458106995,2.511397123336792,1.0031674690935688e-07,0.0,4.668054771173047e-06,0.010000000707805157,3.989167112194991e-07,0.009999999776482582,2.3602614973583513e-08,-5.582836083483983e-15,3.6223539723323483e-07,-5.075305482313112e-16,1.7508864402770996e-07,3.9891670411407176e-08,,,,,,,,,,,,,,,,,
2921,13915.16340637207,400601,1778884435.5600054,2126.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2922,13916.980809926987,400801,1778884437.377409,2127.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,13918.793202638626,401000,1778884439.1898017,,,,4.876937396147696e-07,0.0002685372601263225,-0.010000000707805157,-0.009999999776482582,2.7395108190830797e-06,0.009999999776482582,-6.066901505619171e-07,-0.8067041635513306,2.5118682384490967,1.298529781479374e-07,0.0,4.876937055087183e-06,0.010000000707805157,4.5367085022007814e-07,0.009999999776482582,2.7395138602059887e-08,-1.2688263864601458e-14,4.19195970380315e-07,-3.489272552177489e-16,2.0558945834636688e-07,4.53670807587514e-08,,,,,,,,,,,,,,,,,
2924,13918.798944473267,401001,1778884439.1955435,2128.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2925,13920.757577896118,401201,1778884441.154177,2129.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926,13922.613484859467,401401,1778884443.010084,2130.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2927,13923.522022247314,401500,1778884443.9186213,,,,5.608690685221518e-07,0.00031249315361492336,-0.010000000707805157,-0.009999999776482582,2.654932131918031e-06,0.009999999776482582,-1.0670296433090698e-06,-0.806023895740509,2.515376567840576,1.1335527005940094e-07,0.0,5.60869057153468e-06,0.010000000707805157,4.799839530278405e-07,0.009999999776482582,2.654934938561837e-08,-1.3195794148134973e-14,4.303063008137542e-07,-1.1419437732251196e-15,1.8347054719924927e-07,4.799839459224131e-08,,,,,,,,,,,,,,,,,
2928,13923.84112739563,401536,1778884444.2377264,2131.0,135.0,-0.3499999940395355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2929,13925.807458639145,401736,1778884446.2040577,2132.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2930,13927.68708372116,401936,1778884448.0836828,2133.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2931,13928.346914291382,402000,1778884448.7435133,,,,5.133716172167624e-07,0.00023766199592500925,-0.010000000707805157,-0.009999999776482582,2.5892343273881124e-06,0.009999999776482582,-5.88329783113295e-07,-0.8064038753509521,2.512540578842163,1.1149262491016998e-07,0.0,5.133716058480786e-06,0.010000000707805157,4.687228738475824e-07,0.009999999776482582,2.5892372690350385e-08,-1.2688263864601458e-14,4.265456823304703e-07,-9.51619811020933e-16,1.8603168427944183e-07,4.6872290937471917e-08,,,,,,,,,,,,,,,,,
2932,13929.617100477219,402136,1778884450.0136995,2134.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2933,13931.576727867126,402336,1778884451.973327,2135.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,13933.104894399643,402500,1778884453.5014935,,,,6.571678454747598e-07,0.0003671980812214315,-0.010000000707805157,-0.009999999776482582,2.46136778514483e-06,0.009999999776482582,-5.808792025163712e-07,-0.8065244555473328,2.517028331756592,1.0404204431324615e-07,0.0,6.571678113687085e-06,0.010000000707805157,4.614464046426292e-07,0.009999999776482582,2.461370485207226e-08,-1.3195794148134973e-14,4.270230817837728e-07,-1.0150610964626224e-15,1.8114224076271057e-07,4.614463833263471e-08,,,,,,,,,,,,,,,,,
2935,13933.387040138245,402536,1778884453.7836392,2136.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,13935.269967794418,402736,1778884455.6665668,2137.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2937,13937.001266241074,402936,1778884457.3978653,2138.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2938,13937.64010810852,403000,1778884458.0367072,,,,7.015253800091159e-07,0.0001580719545017928,-0.010000000707805157,-0.009999999776482582,2.9924410682724556e-06,0.009999999776482582,-1.567815047565091e-06,-0.8064496517181396,2.517498016357422,1.3730355874486122e-07,0.0,7.015253686404321e-06,0.010000000707805157,5.810000516248692e-07,0.009999999776482582,2.99244433676904e-08,-1.167320245050148e-14,5.416379167400009e-07,-1.5225916976334929e-15,2.1723099052906036e-07,5.8100006583572394e-08,,,,,,,,,,,,,,,,,
2939,13938.877891540527,403136,1778884459.2744906,2139.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,13940.74395775795,403336,1778884461.1405568,2140.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2941,13942.240414619446,403500,1778884462.6370137,,,,6.558107656928769e-07,0.0002847242576535791,-0.010000000707805157,-0.009999999776482582,2.710989292609156e-06,0.009999999776482582,-1.0712871016949066e-06,-0.8054277300834656,2.514451742172241,1.1761274265609245e-07,0.0,6.558107543241931e-06,0.010000000707805157,4.848824346481706e-07,0.009999999776482582,2.7109923195212104e-08,3.0451833952669857e-15,4.416904744175554e-07,-6.978545104354978e-16,1.993030309677124e-07,4.8488242754274324e-08,,,,,,,,,,,,,,,,,
2942,13942.596276521683,403536,1778884462.9928756,2141.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2943,13944.592413663864,403736,1778884464.9890127,2142.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,13946.359596252441,403936,1778884466.7561953,2143.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2945,13947.005306243896,404000,1778884467.4019053,,,,4.191749667370459e-07,0.00018388396711088717,-0.010000000707805157,-0.009999999776482582,2.391602038187557e-06,0.009999999776482582,-5.766217441305344e-07,-0.8088855147361755,2.506070852279663,9.978456461112728e-08,0.0,4.191749667370459e-06,0.010000000707805157,4.222243887852528e-07,0.009999999776482582,2.391604603246833e-08,1.0150610964626224e-15,3.8458549056485936e-07,0.0,1.695007085800171e-07,4.222243887852528e-08,,,,,,,,,,,,,,,,,
2946,13948.3032913208,404136,1778884468.6998904,2144.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,13950.045275688171,404336,1778884470.4418747,2145.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2948,13951.737110614777,404500,1778884472.1337097,,,,3.7037369793324615e-07,0.00017302745254710317,-0.010000000707805157,-0.009999999776482582,2.5716294658195693e-06,0.009999999776482582,-1.3030532954871887e-06,-0.8070261478424072,2.511462450027466,1.1096043550651302e-07,0.0,3.7037368656456238e-06,0.010000000707805157,4.300311786664679e-07,0.009999999776482582,2.5716323293067944e-08,2.030122192925245e-15,3.885647004153725e-07,-4.440892098500626e-16,1.816079020500183e-07,4.300311928773226e-08,,,,,,,,,,,,,,,,,
2949,13952.042750358582,404536,1778884472.4393494,2146.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950,13953.849657297134,404736,1778884474.2462564,2147.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2951,13955.718490362167,404936,1778884476.1150894,2148.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,13956.31765627861,405000,1778884476.7142553,,,,2.7580452410802536e-07,0.00012413167860358953,-0.010000000707805157,-0.009999999776482582,2.505344355085981e-06,0.009999999776482582,-8.18233388599765e-07,-0.806237518787384,2.5166854858398438,1.029776726113596e-07,0.0,2.7580451842368348e-06,0.010000000707805157,3.9229954040820303e-07,0.009999999776482582,2.5053470409375223e-08,-6.21724936141735e-15,3.5408115195423306e-07,-1.0864326219938618e-15,1.83936208486557e-07,3.922995261973483e-08,,,,,,,,,,,,,,,,,
2953,13957.63568162918,405136,1778884478.0322807,2149.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,13958.417077302933,405221,1778884478.8136764,2150.0,85.0,0.15000000596046448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2955,13960.275632858276,405421,1778884480.672232,2151.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2956,13961.007430553436,405500,1778884481.4040296,,,,4.189089111150679e-07,0.00015709284343756735,-0.010000000707805157,-0.009999999776482582,2.4175283215299714e-06,0.009999999776482582,-5.792826414108276e-07,-0.8065394759178162,2.518787384033203,1.0244549031313e-07,0.0,4.189088940620422e-06,0.010000000707805157,4.0547828916714934e-07,0.009999999776482582,2.4175308865892475e-08,0.0,3.708111364630895e-07,-2.854859433062799e-16,1.7927959561347961e-07,4.054783175888588e-08,,,,,,,,,,,,,,,,,
2957,13962.10499882698,405621,1778884482.501598,2152.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,13962.356551408768,405646,1778884482.7531505,2153.0,25.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,13964.157686471939,405846,1778884484.5542855,2154.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2960,13965.597076654434,406000,1778884485.9936757,,,,4.1853635934785416e-07,0.00016487613902427256,-0.010000000707805157,-0.009999999776482582,2.532529606469325e-06,0.009999999776482582,-5.830079317092896e-07,-0.8038797974586487,2.5217602252960205,1.0617078061159191e-07,0.0,4.1853636503219604e-06,0.010000000707805157,4.393998551677214e-07,0.009999999776482582,2.5325324060077037e-08,-2.537652741156556e-16,4.0198511896960554e-07,-1.7446362760887446e-16,1.7345882952213287e-07,4.393998409568667e-08,,,,,,,,,,,,,,,,,
2961,13965.839894771576,406019,1778884486.2364938,2155.0,173.0,-0.7300000190734863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2962,13967.713804006577,406219,1778884488.110403,2156.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,13969.656170845032,406419,1778884490.05277,2157.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2964,13970.438741445541,406500,1778884490.8353405,,,,4.1952088736252335e-07,0.00013332159142009914,-0.010000000707805157,-0.009999999776482582,2.2516007902595447e-06,0.009999999776482582,-5.731625378757599e-07,-0.8056528568267822,2.5167176723480225,9.632536546178017e-08,0.0,4.195208930468652e-06,0.010000000707805157,3.80135702471307e-07,0.009999999776482582,2.2516031705777095e-08,-1.027749374726784e-14,3.5058133107668255e-07,-3.806479244083732e-16,1.6507692635059357e-07,3.8013574510387116e-08,,,,,,,,,,,,,,,,,
2965,13971.672940254211,406619,1778884492.0695393,2158.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,13973.489334106445,406819,1778884493.8859332,2159.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2967,13975.301134824753,407000,1778884495.6977339,,,,4.6755053517699707e-07,0.00023841462098062038,-0.010000000707805157,-0.009999999776482582,2.393876684436691e-06,0.009999999776482582,-1.0465404329806915e-06,-0.8051489591598511,2.522313117980957,9.286616631243305e-08,0.0,4.675505351769971e-06,0.010000000707805157,4.011913574686332e-07,0.009999999776482582,2.393879405815369e-08,-6.7247796449508655e-15,3.5748951177083654e-07,-2.0618428356460896e-16,1.748558133840561e-07,4.011913645740606e-08,,,,,,,,,,,,,,,,,
2968,13975.469301223755,407019,1778884495.8659003,2160.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,13976.023468017578,407069,1778884496.420067,2161.0,50.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970,13977.831384897232,407269,1778884498.227984,2162.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2971,13979.675704240799,407469,1778884500.0723033,2163.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972,13979.965297698975,407500,1778884500.3618968,,,,3.472236755897029e-07,0.0002038071834249422,-0.008883928880095482,-0.009023437276482582,2.2570748114958405e-06,0.009999999776482582,-1.53455357576604e-06,-0.8054371476173401,2.5208611488342285,1.0404204431324615e-07,0.03338900953531265,3.4722365853667725e-06,0.011093751527369022,4.3087470658065286e-07,0.9900000095367432,2.5039451401198676e-08,-1.4718386692801413e-14,3.898226736964716e-07,-1.1102230246251565e-15,1.7904676496982574e-07,4.308746781589434e-08,,,,,,,,,,,,,,,,,
2973,13981.485087633133,407669,1778884501.8816867,2164.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2974,13983.4004778862,407869,1778884503.797077,2165.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2975,13984.0654733181,407943,1778884504.4620724,2166.0,74.0,0.25999999046325684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,13984.28357052803,407969,1778884504.6801696,2167.0,26.0,0.7400000095367432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2977,13984.546051740646,407994,1778884504.9426508,2168.0,25.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2978,13984.612518310547,408000,1778884505.0091174,,,,4.681359371261351e-07,0.00019643860287033021,-0.010000000707805157,-0.009999999776482582,2.2613653527514543e-06,0.009999999776482582,-5.638493121296051e-07,-0.8036016225814819,2.524028778076172,8.701213971562538e-08,0.0,4.681359314417932e-06,0.010000000707805157,3.917989488400053e-07,0.009999999776482582,2.2613678041238927e-08,-1.065814188343445e-14,3.5118642927045585e-07,-4.758099055104665e-16,1.601874828338623e-07,3.9179891331286854e-08,,,,,,,,,,,,,,,,,
2979,13986.436341762543,408194,1778884506.8329408,2169.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,13988.134075164795,408378,1778884508.5306742,2170.0,184.0,-0.8399999737739563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2981,13989.367688417435,408500,1778884509.7642875,,,,3.7149126796975906e-07,0.0002610038500279188,-0.010000000707805157,-0.009999999776482582,2.3411037091136677e-06,0.009999999776482582,-5.766217441305344e-07,-0.8049135804176331,2.5269994735717773,9.978456461112728e-08,0.0,3.7149127365410095e-06,0.010000000707805157,3.976167590735713e-07,0.009999999776482582,2.3411063310163627e-08,1.1419437732251196e-15,3.6192878383189964e-07,2.3790495275523326e-16,1.6763806343078613e-07,3.9761676617899866e-08,,,,,,,,,,,,,,,,,
